https://img.meituan.net/msmerchant/c6e6c9150b8253310e9c729f562a629321129.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/l8zwlbAkHEcEDoHk=>茶乡鱼村=>45=>1199条评价=>人均￥79=>农家菜|南湾湖=>|推荐菜：||南湾鱼两吃||地锅馍||地锅豆腐|
https://img.meituan.net/msmerchant/91dc0fbece7ffb836a37a25dd3956f0a123826.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/G4WpvV0gaJxUrwAM=>青年音乐餐厅(天福三区·国源新天地店)=>35=>90条评价=>人均￥81=>特色菜|固始县=>|推荐菜：||干捞粉丝煲||蒜蓉粉丝虾||五彩玉米粒|
http://qcloud.dpfile.com/pc/TatVCILMmFFuFxbeTHXKYjqQmXwEb2j_xKp_BqaWlCOnaWB5pQE-0MENC6SaYjHlbKcq9vnEaGy3xLEf-_v_oA.jpg=>https://www.dianping.com/shop/G4J5WgRKJNhb6GiP=>汪棚农家菜=>35=>3条评价=>人均-=>农家菜|中山大街=>
http://p1.meituan.net/bbia/6d61b3f9245d8e348e90d4962a36e4e93566449.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/G6vChESKuZ0Fq7jj=>云享兰语私房菜=>35=>13条评价=>人均￥123=>私房菜|恒大城市广场=>|推荐菜：||酥皮黄金卷||薄荷牛肉||麦香芋头|
http://qcloud.dpfile.com/pc/SfLIwyjWnPksvY10n25wINLE2VP5GnmbJfNRSJHjofPRn75Un_SBhWR3Aox7KgcQbKcq9vnEaGy3xLEf-_v_oA.jpg=>https://www.dianping.com/shop/G7poQgeoYmW9fa67=>刘家大院=>35=>3条评价=>人均￥64=>农家菜|浉河区=>
http://p0.meituan.net/merchant/c26ab79fadf37f0be09c0725d01730db83903.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/jhrp5tJfZsP63Jk8=>咱外婆(天润店)=>45=>6957条评价=>人均￥49=>家常菜|天润广场=>|推荐菜：||手撕包菜||外婆红烧肉||最爱酸菜鱼|
http://p0.meituan.net/merchant/e871330039e4afde96ce551f7127ad0b384041.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/H9Gs85nunHNVJuMf=>郑家大院(浉河店)=>35=>14条评价=>人均￥86=>农家菜|鸿昌运动城贸易广场=>|推荐菜：||焖泥鳅||大手拉小手||猪蹄焖鸡爪|
http://p0.meituan.net/merchant/6472b97a4c4924713f2dce6e822c61a9161101.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/G9wPR0do3Tkow08q=>老乡长私募菜馆(大庆路店)=>35=>280条评价=>人均￥41=>农家菜|信阳职业技术学院=>|推荐菜：||冬瓜老鸭汤||老干妈鮰鱼||锅巴饭|
http://qcloud.dpfile.com/pc/FKvaYLspmQp6vJzPwv2T3k9XYwbdC4NpAg6JLB8bQtRwOxyOVJHzYGhqGP5Ip-WMbKcq9vnEaGy3xLEf-_v_oA.jpg=>https://www.dianping.com/shop/l1vK9vuTVj4JXzgW=>悠然小院=>35=>2条评价=>人均-=>农家菜|信阳职业技术学院=>
http://p1.meituan.net/biztone/175460446_1647489703765.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0=>https://www.dianping.com/shop/kaD2eoeZqB9zp0pU=>厨八怪民俗菜(和源·贰号公馆店)=>40=>544条评价=>人均￥63=>私房菜|百花会展中心/市政府=>|推荐菜：||砂锅油麦菜||野菜卤肉包||菜馍老笨鸡|
